Diameter (microns),Velocity (m/s)
68,46.922728140671
29.9,55.8677429479229
100.7,51.5887513827263
128.5,43.0236979102289
119.5,45.6150544895488
32.4,53.2006783102594
56,52.0799918319526
47.8,50.5913751859162
46.2,49.4042884699208
44.9,52.5736249389786
60.9,48.552252560988
96.8,46.1919949991454
62.9,51.0631490330302
79.1,48.0127069929984
122.1,42.5012387657785
80.9,47.46386849915
56.5,44.2375636148933
211.2,34.4228082484678
44.3,54.0027879803058
41.4,48.8878118650723
50.7,53.4607653089015
33.3,55.9636386589919
126.8,43.413662976674
85.6,48.0343556918962
141.3,39.595016179155
36.5,49.7668174514631
130.5,40.0856565880882
76.4,45.9578534349154
35.5,56.5582683810237
54.3,52.4695423384378
49.2,52.4778396011665
92.5,50.6024235280397
69.6,52.2105674796854
102,45.4921327874511
76.4,47.5776530050864
53.6,53.0833918444089
72.6,48.8233301867356
61.4,48.658521380526
49.6,49.9580947842707
154.7,42.9538523260635
70.7,50.5938331009423
57.9,48.0745246475253
67.8,48.9903787617718
81.2,43.3974780526486
47.6,53.0152016417787
162.9,35.204575258972
180.6,36.6502842156517
69.3,49.9311933177974
92.3,50.4047714867947
83.9,47.552947774212
82.1,47.6819750609275
73.2,46.9404365293504
43.9,54.7126106596945
38,46.1929420362535
48.2,52.1860834815351
36.6,51.1093385562669
126.9,46.0958475450136
98.3,49.9743902693908
88.1,48.2431311392151
60.3,51.1822521429894
50.6,52.1133873041412
49.8,52.9995117600859
61.5,53.0350724659736
97.8,42.579383204546
72.5,47.4111372797283
58.6,50.26769934516
124.1,45.1763653295314
89.6,46.3345295257969
36.1,50.9486947351486
29.1,50.462146222615
55.5,54.6466654588481
89.6,41.6046705280538
132.3,46.9376998214557
55.6,52.6599548368112
122.8,48.331555378168
125.4,40.0214073805853
103.9,47.806936167411
83,52.1978192536501
189.2,40.1825335905682
135.9,40.5519049067563
41,52.4488642617384
51.4,53.1043176293695
36.6,50.3451757811631
36.6,54.7235917404996
35.4,48.2876726392902
70.5,54.9197128919336
30.6,56.0998088070378
39,52.910942364528
68.9,50.4735426949004
63.9,51.506977753591
114.1,45.4161511500345
51.7,50.2738179958278
68.6,47.0948307616751
135,43.3419478828508
69.1,44.3513389665837
60.3,43.8632521918905
114.4,44.1120242878472
88.5,50.1815330037346
81.2,50.0099830533596
293.3,26.3446243847454
119.8,44.5986866511776
44.2,50.8494781615414
129.2,39.2610718266701
74.9,48.2798908034147
53.7,50.9481486599066
43.5,50.9195124787968
128.8,40.7113406949409
48.4,46.380311867294
35.9,53.2412248314824
45.2,53.7893040633785
73.7,44.8327466115791
58.3,50.2937232275499
61.5,48.7949260408531
48.8,47.4157069456908
98.5,49.1242463741747
130.9,40.6117182804059
61.6,47.1604852389815
33.4,51.8273492283291
61.4,48.9204704480736
91.4,46.7390866775638
72.4,49.572979793359
154.8,39.9010423949442
45.6,50.1128616604978
111.8,47.8864539442186
39.9,55.6018998271814
34,53.1680994818341
63.8,49.975835362581
40.9,53.7545264594746
59.1,54.3177430306299
142.5,42.4182223709831
61.6,45.9579133700648
64.2,45.5172873546233
98.4,47.1507957492629
33,53.9527476223315
75.8,46.5200436044206
55.5,52.0919832635878
115.1,42.159115455297
90,43.4028143513314
60.2,52.7786596173156
56,50.3927571237142
48.7,54.1782728674014
39.5,53.6535862173802
87.1,45.5051805224949
158.4,41.5950703354174
73.1,48.0324676123928
51.4,54.141894885889
51.5,50.7861434104907
46.4,53.6043727827917
140.2,42.6274273768858
34.8,54.3341326750882
77.4,47.4733551926369
115.7,42.0665540892605
77.4,44.9275009780917
40.1,56.4074619648631
73.5,50.7314069518225
54.7,54.0684484426124
51.5,55.2366748262971
68.7,47.2381577770649
93.8,46.456741047256
51.3,54.5741340087632
78.3,48.6297457830904
65.6,49.1508606407387
39.8,55.5678261863663
89.7,46.0683473696149
63.9,45.5183857129211
45.5,53.5476533977246
41.7,44.9862212360458
69.9,52.5379574218499
104.2,46.6359708657339
121,45.8596556151045
47.8,51.3374333996407
126.6,44.1735627103493
58.7,49.3532350289033
40.5,54.8484382337434
114.4,45.151931256146
85.7,43.5626877547069
39.5,52.1372275945098
43,55.1532404455058
63.8,52.1355717693667
111.3,44.2176365514848
84.5,44.2878380050757
78.3,48.65822983658
164.2,40.415022937606
32.6,52.6844288050249
78.4,44.5080270036477
68,47.766961732014
53.5,50.2637628316574
145.8,40.8747837165117
62.7,47.5219801473246
106.4,45.7619356800875
150,48.845895096493
57.2,54.1206906315697
71.7,52.6905530459323
186.6,37.525003032606
48.4,50.2935984063586
116.2,44.3194249762537
112,50.544192770502
39.7,51.8217314280699
43.7,51.5043421984254
54.9,50.4669336478269
71.1,49.8112456967722
180.5,39.0436140941507
94.8,48.4219400506952
39,49.3447542458421
38.8,51.0520302802387
66.4,47.5416550655617
39.7,57.3359783922806
41.7,52.6465736574935
73.8,49.5445521147942
34.1,56.3933572274402
55.6,49.8841605063861
70.9,46.3940806608304
61.5,50.6068284894287
75,44.8181884463023
55.8,45.5239422004295
62.8,51.9855580312943
73.2,52.2859399366142
66.1,49.6363024289622
76.5,48.3730241747042
47.2,53.1422226776031
50.6,54.0857162612084
55.7,51.4358351720542
45.6,52.1667633692091
38.3,50.8062654154409
53.6,50.8426268574067
49.1,50.5578064136974
31.1,52.4682275171282
141.7,43.8059511368292
56.8,52.017711509216
120.1,44.2739455114662
54.3,51.9882591422659
35.5,55.5799330526199
51.9,51.4756127118924
193,36.8152758770925
101.1,44.972722247516
38.8,52.3864381564312
48.4,47.2342722868777
87.5,47.4802435936704
68.3,46.9274345908615
46.3,51.0508609299221
79.7,49.6148000911053
113.3,44.0180106661217
65.5,48.439189906478
38.6,52.2836180763455
62.3,52.5670956715717
47.9,51.0825870636033
45.5,51.6613735923818
48.3,50.4887199779473
86.7,47.7395641400829
48.4,54.7718122625439
36.6,56.7396762142198
45.4,53.5296547582988
70.6,53.5718408055968
57.3,49.5515347824589
35.6,55.7752199894724
74.3,48.3280566632747
55.1,48.4633757163415
50.3,42.9979895687642
56.6,45.148238224131
137.5,43.6524498113468
82.9,44.6016085785112
36.6,52.613668820393
178,38.5044449128688
42.2,55.9475051269583
91,49.1051102675934
127.5,44.0027128663716
116.9,44.5888858268031
96.6,46.7916839879244
153.7,42.1264107637407
77.9,46.7033727834789
41.3,51.8703629960801
55.5,52.2678898552184
37.7,53.422963189148
41.8,54.7500850557608
57.6,48.6887961007192
53.2,52.3822282945556
59.5,55.5164301890512
57.1,54.4963596786349
43.8,54.1825152119455
99.5,48.7409980638325
67.5,48.0970814103878
114.3,48.3273136057557
41.5,55.0821729643066
46.1,53.3712018710257
67.2,52.484964466638
70.3,50.4652231347222
46.7,50.482202199044
109.6,46.3221015201938
115.3,47.6391651352635
129,48.8228209963857
46.6,50.3774434826784
44.2,53.5990359925915
190.3,36.3417293100734
35,53.7143868798879
37.3,52.2237501702765
72.3,47.9674742630143
70.4,47.1478601570878
106.6,42.9156966394354
112.4,46.6832380682448
42.5,50.0108562872545
40.5,50.6877345370013
85.9,47.5705423929375
31.5,49.7739061994495
94.2,50.6757066775756
47.5,54.9154132632911
72.1,48.6610800624591
98.1,46.8511380086891
55.3,49.6290601924848
44.4,51.3276184982687
115.5,39.3859752857438
53.4,52.1592635333209
55.5,49.5847755714816
56.8,48.3195768485892
143.2,39.6237270641275
118.4,39.4301038737019
42.5,52.639894508855
58.9,45.4313380051779
35.3,53.6900637266702
110.4,41.9099390763831
63.6,48.9262129034478
83.6,49.1490641084741
144.4,41.2783011081041
99.8,45.4228062353052
98.4,47.6503717563706
119.1,41.1155860829582
39.8,55.7000759958941
72.8,48.8133232990375
63.3,51.5017611025554
53,46.8843764489099
36,51.5300876262178
66.6,46.640355751361
125.3,44.9094061200415
54.3,46.9964874499291
78.7,47.1914840739012
119.7,43.3653695633374
51.3,47.7225694985951
45.9,46.4434210597482
55,52.7478289736633
73.8,45.3516968838604
47.4,55.8425528930799
87,43.3291529501282
145,32.5304136295141
71.7,47.6005534654109
49.5,54.7394842809893
79,47.2409697928108
102.9,42.5808269023539
56.1,54.5214515778981
100.9,41.1645965758153
102.3,46.9798401715917
53,55.137954324062
108.4,46.8162171955224
126,44.7688735269179
43.2,53.4376470394213
55.7,52.4582071366784
62.5,51.7222726232987
103.7,44.4529919430554
60.8,52.2688935812977
53.2,52.7071948410507
58,49.3984925479984
115,41.1500322277602
66.9,48.0809755208051
62.3,55.2339115614531
57.5,52.0744233157216
39.3,55.2344009225376
120.4,47.5397959075692
51.3,49.1892873609679
89.6,44.4126849081133
71.1,46.5496783984042
71.7,50.5672246980909
63.5,44.6031954476478
70.9,49.4548888880064
67.5,48.8156414968036
104.9,46.5911122840063
92.4,44.0997308098992
149.2,40.9404014221596
107.3,46.0080754658873
66.1,48.9590621798449
106,45.4947870610322
49.6,57.7197333703876
58,48.24632720342
75.2,50.5083603325352
109.3,45.3606123278539
123.3,47.3930519313817
62.7,52.5249614828874
51.3,50.9616254783145
36.6,52.284850225755
74.1,56.8076510656389
76.9,51.7836909938949
172.2,37.5664868933672
68.4,44.2541483909577
164.4,37.1510412119556
48.2,52.264181548815
45,49.2095767497314
70.8,46.2783073141701
93.1,49.1896416672799
47.7,55.661872690279
79.3,46.7605487758948
78.2,48.260483172395
52.2,49.2479373604981
80.8,51.0621491155998
40.7,54.2655470449567
89.5,46.8531814493031
70.3,45.7922705112388
106.6,45.0381339723761
81,42.4811469862622
39.4,51.9809203587302
38.2,50.8319048321294
100.5,42.691906126469
88.5,44.522697669884
67.6,45.5992979882247
71.2,48.689384502508
52.5,55.2744436558049
81.5,48.6148773827043
35,51.1756886804034
62,47.2705721242372
77,46.3811337900419
73.1,46.8938926920032
98.4,48.8515030746285
105.7,47.9397328329052
44.5,45.5223721964261
54.3,50.6152886842633
94.2,46.4130787577315
44.4,52.8430173743816
42.5,51.5604019954162
44.8,52.777165173119
81.4,44.5517388666335
41.4,52.8027371761833
62.3,49.5287464987569
38.5,51.4780772044547
34.4,48.9194700427996
89.1,45.9869878724623
34.6,55.4468044151045
42.2,50.4047306147388
50.9,50.0321092952318
75.6,48.1471361396944
96.5,47.0977949387522
84.4,49.5193639966433
46.7,53.5296171243824
93.3,51.4465231317438
102.7,44.9977124979054
50,49.9259572402297
35.1,54.344204288409
38.5,56.2582923373182
55.5,53.9371686779792
39.4,50.1147092433969
70.6,45.9773978932242
52.5,52.6705265086624
66,51.4010428953198
122.8,44.418917897245
40,52.709033010024
45,50.8119266513826
87.1,49.7257598995312
96.6,45.91643838703
79.1,49.6516206758646
69.2,47.5661344312148
133.7,38.5066052696723
131.4,39.2403252661692
40.8,51.2567253788126
90.1,45.5635498979441
28.1,52.4284518941766
66,50.6397728413406
105.1,45.8326412170047
34,54.3215499967112
44.2,49.8673714280579
82.2,46.9484475168663
106.3,43.471689418127
50.6,54.2943013560772
52.8,52.0168611239979
76.6,47.2043455697465
175.1,34.1957970929961
100.1,45.1561809342621
75.1,47.6054645858205
62.5,51.3667324231733
33.9,58.1094079414878
49.5,47.8961540844643
30.6,50.3878285608451
29.4,56.5014303885527
139.4,39.6069667387875
111.3,46.9639089625397
102.6,43.7235975568062
90.6,46.4380812046259
79.7,42.8237345252702
116.4,45.4750056405717
48.2,45.7335024650784
51.2,50.2277439882344
54,52.1732422570672
82.2,46.926937472425
68.9,49.3125196038902
79.4,47.7400023310946
52,52.5680860871071
46.1,50.0802022894439
52.4,49.9819652224222
176.4,35.2293109673828
94.4,48.1773190026356
105.6,45.2631020351722
47.7,55.2157144543985
50.3,50.5720969824269
83,46.642208721117
36.2,49.84439903282
83.7,42.2018318566674
92.6,46.3257536294809
32,58.035693070573
52.8,47.5907453834333
53.9,53.8271150523485
37.8,57.5773652714896
53,57.1251956233587
101.8,43.7202322171161
113.3,41.7639201045598
78.9,41.7285829258684
56.8,49.1932211645796
101.7,48.7946406900456
152.8,36.7176983771228
134.5,42.851213275994
86.8,48.1005109685474
37.5,48.7453994886231
69.6,46.4011846003053
31.2,52.236097590758
44.3,53.0116458906932
107.5,52.0229247237111
41.3,56.6007466241857
63.2,48.0050932096465
98.6,51.8515666191403
88,55.2446885617625
58,49.5704818873084
86.2,49.3327170087315
102.2,46.5337867258757
99.2,47.2314474719535
48.4,45.9775062877061
41.9,51.6575110121828
44.9,49.6205048086464
49.6,47.8149608268672
86.1,50.6237176379994
77.9,49.8972724997176
55.4,50.652241544825
54.4,50.8013819500395
47.3,50.7470465401431
45.1,55.0247858407367
89.6,48.6539799314982
132.3,37.3437548944845
58.5,49.2054605035703
59.7,49.0871910066728
56.5,52.6333087438096
56.6,50.1458685334822
80.2,51.4556453690763
68.7,50.1744496557412
89.8,46.7336050976427
129.1,43.9820606007987
109.9,46.5554240964436
149.2,40.0397648635335
51.7,48.2874975054917
52.5,50.9470499285165
78.1,48.7713121357606
53.9,45.203659268123
87.4,47.0457718167661
55.6,53.3868398990664
117.7,43.0613013644766
113.3,41.8613853471678
33,55.7096872352458
145.8,40.7975396969466
37.7,48.4951538323089
61.8,53.6702560694598
48.4,48.5158002988628
96.8,47.6046527408713
128.9,47.6358122513953
105.5,45.7480117088674
105.8,43.3272851166684
91.1,44.4043526530367
119.4,42.5664800149678
47.5,51.6848138487153
66.8,50.3939828946348
41.6,49.257921750141
39.7,56.4058959155742
37.1,51.9117322662644
140.5,40.3148462879252
34.5,54.3478850910066
174.4,36.314815777845
56.9,49.7105905519533
57.8,53.4354873340362
71.1,49.3929476991973
63.8,46.3764211497909
58.5,51.359115147653
36.6,53.7001126054188
47.1,52.8783439304405
29.9,52.2629171944949
72.6,50.5103639178064
37,51.0091650263529
54,47.7206065446291
76.1,47.5964640939926
36.5,49.2043154833919
38.6,56.6126172247103
87.9,46.0078973126826
49.7,52.1210802293685
51.8,51.7882751750502
92,46.7668449620405
53.2,48.3266889785009
86.4,47.3051783718496
108.1,46.1672354627955
105.3,43.4342686302993
41,52.9265738608354
51.6,50.5576521339492
